,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
5,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_20,"know, include, link, need, care, help, cobalt, self, feel, long, sleep, hear, intuitive, wish, stressed, always, expert, calendar, discuss, minute",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
